Date,Price,Open,High,Low,Vol.,Change %
"Aug 24, 2020",11753.50,11641.60,11824.60,11587.10,429.13K,0.01
"Aug 23, 2020",11641.60,11661.10,11705.40,11520.80,377.33K,0.00
"Aug 22, 2020",11661.30,11529.20,11677.00,11382.10,433.98K,0.01
"Aug 21, 2020",11529.20,11856.90,11877.40,11495.60,506.38K,-0.03
"Aug 20, 2020",11856.90,11751.00,11881.00,11672.70,430.93K,0.01
"Aug 19, 2020",11750.20,11944.40,12013.20,11602.60,550.26K,-0.02
"Aug 18, 2020",11947.60,12283.00,12381.40,11842.00,606.79K,-0.03
"Aug 17, 2020",12282.60,11898.80,12444.10,11764.00,628.41K,0.03
"Aug 16, 2020",11899.00,11845.50,11922.50,11688.90,410.81K,0.00
"Aug 15, 2020",11845.30,11751.10,11964.00,11711.50,499.10K,0.01
"Aug 14, 2020",11750.80,11771.10,11835.50,11651.50,435.44K,0.00
"Aug 13, 2020",11770.90,11557.20,11772.90,11298.40,545.67K,0.02
"Aug 12, 2020",11557.20,11390.40,11605.40,11190.60,549.59K,0.01
"Aug 11, 2020",11390.40,11889.20,11931.80,11146.70,615.90K,-0.04
"Aug 10, 2020",11889.20,11681.10,12041.10,11546.90,564.11K,0.02
"Aug 09, 2020",11681.20,11764.40,11792.80,11527.50,303.00K,-0.01
"Aug 08, 2020",11764.30,11591.60,11805.50,11533.50,317.06K,0.01
"Aug 07, 2020",11592.00,11757.10,11901.80,11352.40,517.00K,-0.01
"Aug 06, 2020",11757.10,11735.00,11898.40,11563.00,554.85K,0.00
"Aug 05, 2020",11735.10,11184.80,11771.50,11114.50,570.83K,0.05
"Aug 04, 2020",11184.70,11223.80,11407.80,11043.00,485.79K,0.00
"Aug 03, 2020",11224.40,11066.90,11461.10,10981.60,470.24K,0.01
"Aug 02, 2020",11066.80,11802.60,12061.10,10730.70,647.95K,-0.06
"Aug 01, 2020",11803.10,11333.20,11847.70,11226.10,611.47K,0.04
"Jul 31, 2020",11333.40,11096.50,11434.80,10964.60,530.95K,0.02
"Jul 30, 2020",11096.20,11105.80,11164.40,10861.60,501.14K,0.00
"Jul 29, 2020",11105.90,10908.40,11336.50,10771.80,576.83K,0.02
"Jul 28, 2020",10908.50,10961.10,11046.10,10873.60,658.37K,-0.01
"Jul 27, 2020",11022.80,9932.70,11367.00,9894.60,908.99K,0.11
"Jul 26, 2020",9932.50,9690.00,10086.60,9645.90,415.07K,0.02
"Jul 25, 2020",9704.10,9546.70,9729.30,9536.20,306.29K,0.02
"Jul 24, 2020",9546.40,9599.20,9626.20,9480.50,359.16K,-0.01
"Jul 23, 2020",9599.60,9513.60,9646.50,9451.10,425.66K,0.01
"Jul 22, 2020",9513.70,9387.40,9523.10,9296.00,386.00K,0.01
"Jul 21, 2020",9387.30,9162.30,9426.90,9155.10,458.99K,0.02
"Jul 20, 2020",9162.40,9208.10,9218.40,9139.90,312.98K,-0.01
"Jul 19, 2020",9208.00,9170.10,9224.80,9106.40,265.25K,0.00
"Jul 18, 2020",9170.20,9155.80,9198.80,9126.70,276.40K,0.00
"Jul 17, 2020",9155.80,9135.40,9181.90,9091.50,310.92K,0.00
"Jul 16, 2020",9135.30,9198.70,9224.20,9052.00,429.04K,-0.01
"Jul 15, 2020",9198.70,9253.60,9270.20,9168.70,429.84K,-0.01
"Jul 14, 2020",9253.40,9243.10,9274.80,9135.70,453.83K,0.00
"Jul 13, 2020",9243.60,9300.50,9329.60,9207.60,456.87K,-0.01
"Jul 12, 2020",9300.80,9234.20,9337.80,9170.40,366.88K,0.01
"Jul 11, 2020",9233.30,9285.80,9295.50,9184.20,353.92K,-0.01
"Jul 10, 2020",9285.10,9239.00,9309.80,9131.90,418.47K,0.01
"Jul 09, 2020",9235.70,9430.10,9434.50,9176.00,444.27K,-0.02
"Jul 08, 2020",9429.90,9256.30,9458.30,9233.10,509.94K,0.02
"Jul 07, 2020",9256.00,9338.80,9371.20,9209.30,420.55K,-0.01
"Jul 06, 2020",9339.00,9080.40,9363.00,9063.20,510.27K,0.03
"Jul 05, 2020",9081.00,9134.30,9149.60,8932.10,314.10K,-0.01
"Jul 04, 2020",9134.40,9067.10,9182.30,9049.60,261.25K,0.01
"Jul 03, 2020",9067.10,9085.00,9120.40,9050.90,333.88K,0.00
"Jul 02, 2020",9085.10,9229.90,9259.70,8962.10,483.10K,-0.02
"Jul 01, 2020",9229.90,9135.90,9289.00,9101.10,366.78K,0.01
"Jun 30, 2020",9135.40,9186.00,9199.80,9075.30,381.73K,-0.01
"Jun 29, 2020",9185.40,9122.80,9229.10,9033.60,401.12K,0.01
"Jun 28, 2020",9124.00,9008.40,9185.50,8950.20,329.01K,0.01
"Jun 27, 2020",9008.30,9160.50,9190.50,8865.30,441.93K,-0.02
"Jun 26, 2020",9160.00,9247.50,9296.50,9060.10,489.84K,-0.01
"Jun 25, 2020",9247.50,9300.80,9327.30,9022.60,524.45K,-0.01
"Jun 24, 2020",9302.00,9624.60,9667.40,9223.00,515.78K,-0.03
"Jun 23, 2020",9624.60,9683.90,9715.60,9581.80,375.49K,-0.01
"Jun 22, 2020",9683.70,9296.50,9751.90,9285.80,523.32K,0.04
